extended name	biggID	model_bigg_id
1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2- methylpyridinium bromide	cpd02985	Universal
2,6-Bis(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R	cpd02986	Universal
alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-N-acetyl-D- glucosaminyl-glycoprotein	cpd02987	Universal
1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2- methylpyridinium bromide	cpd02988	Universal
Lc4Cer	cpd02989	Universal
alpha-D-Mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D- mannosyl-1,3)-beta-D-mannosyl-R	cpd02990	Universal
phosphoribulosylformimino-AICAR-phosphate	cpd02991	Universal
N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)- N-acetyl-D-galactosaminyl-R	cpd02992	Universal
Lipid IV(A)	cpd02993	Universal
D-Galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl- 1,4-beta-D-glucosylceramide	cpd02994	Universal
1,3-alpha-D-Mannosyl-(1,2-N-acetyl-alpha-D-glucosaminyl)-1,2-alpha- D-mannosyl-1,2-alpha-D-mannosyl-D-mannose	cpd02995	Universal
GM2	cpd02996	Universal
Forssman hapten	cpd02997	Universal
alpha-N-Acetylneuraminyl-2,3-beta-D-galactose-1,3-(alpha-N- acetylneuraminyl-2,6)-N-acetyl-D-galactosaminyl-R	cpd02998	Universal
GD1a	cpd02999	Universal
N-Acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl- beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R	cpd03000	Universal
Argatroban	cpd03001	Universal
Lipid A disaccharide	cpd03002	Universal
2,4,6-Tris(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R	cpd03003	Universal
Neu5Ac-alpha2->3Gal-beta1->4GlcNAc-beta1->3Gal-beta1->4Glc-beta1- >1'Cer	cpd03004	Universal
N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl- beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosyl-R	cpd03005	Universal
N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D- glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide	cpd03006	Universal
N-Acetyl-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-beta-D- glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide	cpd03007	Universal
(N-Acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N- acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-R	cpd03008	Universal
beta-D-Mannosyl-R	cpd03009	Universal
3-(2,4-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D- mannosyl-R	cpd03010	Universal
6-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D- mannosyl-R	cpd03011	Universal
Fructose 1-phosphate(furanose)	cpd03012	Universal
Fructose 1-phosphate(pyranose)	cpd03013	Universal
Fructose(pyranose)	cpd03014	Universal
Heme-thiolate(P-450)	cpd03015	Universal
His-Leu	cpd03016	Universal
Hydroxytamoxifen	cpd03017	Universal
L-Glutamate methylester	cpd03018	Universal
N-Acetyl-beta-D-galactosamine	cpd03019	Universal
N3-Metyladenine	cpd03020	Universal
Norethindrone	cpd03021	Universal
Nucleoside monophosphate	cpd03022	Universal
O6-Methyl-2'-deoxyguanosine	cpd03023	Universal
Phosphinothricin	cpd03024	Universal
Ribulose	cpd03025	Universal
3-Aminophenol	cpd03026	Universal
o-Benzosemiquinone	cpd03027	Universal
Chlorsulfuron	cpd03028	Universal
Coumermycin	cpd03029	Universal
Imazaquin	cpd03030	Universal
Nalidixic acid	cpd03031	Universal
Novobiocin	cpd03032	Universal
Ciclosporin	cpd03033	Universal
3-Ureidoisobutyrate	cpd03034	Universal
4-methylzymosterol	cpd03035	Universal
delta7,24-Cholestadien-3beta-ol	cpd03036	Universal
7-Dehydrodesmosterol	cpd03037	Universal
14-Demethyllanosterol	cpd03038	Universal
24,25-Dihydrolanosterol	cpd03039	Universal
4alpha-Methylcholesta-8-en-3beta-ol	cpd03040	Universal
Methostenol	cpd03041	Universal
Porphyrin	cpd03042	Universal
3-Hydroxybutanoyl-CoA	cpd03043	Universal
3-Aminobutanoyl-CoA	cpd03044	Universal
S-(2-Methylbutanoyl)-dihydrolipoamide	cpd03045	Universal
S-(3-Methylbutanoyl)-dihydrolipoamide	cpd03046	Universal
Taurocholate	cpd03047	Universal
Isethionate	cpd03048	Universal
2-Hydroxyethyl-ThPP	cpd03049	Universal
Dimethyl citraconate	cpd03050	Universal
3-Methylhistamine	cpd03051	Universal
Imidazole acetaldehyde	cpd03052	Universal
(1-Ribosylimidazole)-4-acetate	cpd03053	Universal
2-Hydroxy-3-[4-imidazolyl]-propanoate	cpd03054	Universal
Imidazolone acetate	cpd03055	Universal
4-(beta-Acetylaminoethyl)imidazole	cpd03056	Universal
GDP-3,6-dideoxy-D-galactose	cpd03057	Universal
17alpha-Hydroxypregnenolone	cpd03058	Universal
16alpha-Hydroxydehydroepiandrosterone	cpd03059	Universal
4-Androsten-16alpha-ol-3,17-dione	cpd03060	Universal
Estriol	cpd03061	Universal
Dhurrin	cpd03062	Universal
3-Aminoisobutanoate	cpd03063	Universal
Hydantoin	cpd03064	Universal
trans-L-3-Hydroxyproline	cpd03065	Universal
Debromoaplysiatoxin	cpd03066	Universal
Bryostatins	cpd03067	Universal
Phorbol 12-myristate 13-acetate	cpd03068	Universal
7-Hydroxy-(S)-usnate	cpd03069	Universal
5-Amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinone	cpd03070	Universal
beta-D-Glucosyl-2-coumarate	cpd03071	Universal
6-(2,6-Bis[N-acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D- mannosyl-R	cpd03072	Universal
2,5-Diaminohexanoate	cpd03073	Universal
L-Gulono-1,5-lactone	cpd03074	Universal
O-Methyl-scyllo-inositol	cpd03075	Universal
2-Amino-5-oxo-cyclohex-1-enecarboxy-CoA	cpd03076	Universal
alpha-Amino acid	cpd03077	Universal
Selenophosphate	cpd03078	Universal
(S)-Cheilanthifoline	cpd03079	Universal
Stylopine	cpd03080	Universal
(S)-N-Methylcoclaurine	cpd03081	Universal
Berbamunine	cpd03082	Universal
(R)-Reticuline	cpd03083	Universal
Salutaridine	cpd03084	Universal
Protopine	cpd03085	Universal
6-Hydroxyprotopine	cpd03086	Universal
Dihydrosanguinarine	cpd03087	Universal
12-Hydroxychelirubine	cpd03088	Universal
Dihydrochelirubine	cpd03089	Universal
3-Hydroxybenzoyl-CoA	cpd03090	Universal
5'-Deoxyadenosine	cpd03091	Universal
3-Hexaprenyl-4,5-dihydroxybenzoate	cpd03092	Universal
(R,S)-Tetrahydrobenzylisoquinoline	cpd03093	Universal
(S)-3'-Hydroxy-N-methylcoclaurine	cpd03094	Universal
6-O-Methylnorlaudanosoline	cpd03095	Universal
(S)-Tetrahydroprotoberberine	cpd03096	Universal
1-Alkyl-2-arachidonyl-sn-glycero-3-phosphocholine	cpd03097	Universal
1-Radyl-2-lyso-sn-glycero-3-phosphoethanolamine	cpd03098	Universal
1-Alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine	cpd03099	Universal
Salutaridinol	cpd03100	Universal
N-Carbamoyl-D-amino acid	cpd03101	Universal
Phaseollidin hydrate	cpd03102	Universal
Phaseollidin	cpd03103	Universal
L-3-Aminobutyryl-CoA	cpd03104	Universal
Acetol	cpd03105	Universal
Aminoimidazole	cpd03106	Universal
(R)-N-Methylcoclaurine	cpd03107	Universal
10-Hydroxydihydrosanguinarine	cpd03108	Universal
2-Amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-Tri- hydroxypropyl)-5,6,7,8-tetrahydroxypterin	cpd03109	Universal
2-Amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8- dihydroxypterin	cpd03110	Universal
2-Amino-4-oxo-6-(erythro-1',2',3'-trihydroxypropyl)-7,8- dihydroxypteridine triphosphate	cpd03111	Universal
2-Amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine	cpd03112	Universal
(S)-3-Hydroxyhexadecanoyl-CoA	cpd03113	Universal
3-Oxopalmitoyl-CoA	cpd03114	Universal
(S)-3-Hydroxytetradecanoyl-CoA	cpd03115	Universal
(S)-3-Hydroxydodecanoyl-CoA	cpd03116	Universal
3-Oxododecanoyl-CoA	cpd03117	Universal
(S)-Hydroxydecanoyl-CoA	cpd03118	Universal
3-Oxodecanoyl-CoA	cpd03119	Universal
(S)-Hydroxyoctanoyl-CoA	cpd03120	Universal
3-Oxooctanoyl-CoA	cpd03121	Universal
(S)-Hydroxyhexanoyl-CoA	cpd03122	Universal
3-Oxohexanoyl-CoA	cpd03123	Universal
Hexanoyl-CoA	cpd03124	Universal
(2E)-Hexenoyl-CoA	cpd03125	Universal
(2E)-Hexadecenoyl-CoA	cpd03126	Universal
(2E)-Tetradecenoyl-CoA	cpd03127	Universal
Decanoyl-CoA	cpd03128	Universal
(2E)-Decenoyl-CoA	cpd03129	Universal
(2E)-Octenoyl-CoA	cpd03130	Universal
trans,cis-Lauro-2,6-dienoyl-CoA	cpd03131	Universal
cis,cis-3,6-Dodecadienoyl-CoA	cpd03132	Universal
(5-L-Glutamyl)-L-glutamate	cpd03133	Universal
(5-L-Glutamyl)-L-glutamine	cpd03134	Universal
4-Androsten-11beta-ol-3,17-dione	cpd03135	Universal
Adrenosterone	cpd03136	Universal
19-Hydroxyandrostenedione	cpd03137	Universal
7alpha-Hydroxytestosterone	cpd03138	Universal
5beta-Dihydrotestosterone	cpd03139	Universal
19-Hydroxytestosterone	cpd03140	Universal
7alpha-Hydroxyandrostenedione	cpd03141	Universal
19-Oxoandrostendione	cpd03142	Universal
2-Hydroxyestrone	cpd03143	Universal
2-Methoxyestrone	cpd03144	Universal
16alpha-Hydroxyestrone	cpd03145	Universal
2-OH-Estradiol	cpd03146	Universal
2-Methoxyestradiol-17beta	cpd03147	Universal
Chlorophyll a	cpd03148	Universal
Chlorophyll b	cpd03149	Universal
Linaloyl diphosphate	cpd03150	Universal
3-Hexaprenyl-4-hydroxy-5-methoxybenzoate	cpd03151	Universal
N-Methyl-(R,S)-tetrahydrobenzylisoquinoline	cpd03152	Universal
Palmatine	cpd03153	Universal
Dihydromacarpine	cpd03154	Universal
Nororientaline	cpd03155	Universal
cis-N-Methyl-(S)-7,8,13,14-tetrahydroprotoberberine	cpd03156	Universal
Salutaridinol acetate	cpd03157	Universal
Nicotianamine	cpd03158	Universal
D-2-Amino-hexano-6-lactam	cpd03159	Universal
Phenethylamine	cpd03161	Universal
Isosakuranetin	cpd03162	Universal
Selenomethionine	cpd03163	Universal
Chenodeoxycholoyl-CoA	cpd03164	Universal
4-Hydroxyphenylacetyl-CoA	cpd03165	Universal
Phosphinate	cpd03166	Universal
beta-Alanyl-L-arginine	cpd03167	Universal
beta-Alanyl-L-lysine	cpd03168	Universal
Psicofuranin	cpd03169	Universal
(R)-4-Hydroxymandelate	cpd03170	Universal
GDP-4-oxo-L-rhamnose	cpd03171	Universal
Ciprofloxacin	cpd03173	Universal
4-Hydroxy-enol-phenylpyruvate	cpd03174	Universal
TES	cpd03175	Universal
5(S)-HPETE	cpd03176	Universal
Hydrazine	cpd03177	Universal
4-Carboxy-2-oxo-3-hexenedioate	cpd03178	Universal
Calyculin A	cpd03179	Universal
Microcystin-LR	cpd03180	Universal
Tautomycin	cpd03181	Universal
N-Acetyl-D-glucosamine 4-sulfate	cpd03182	Universal
2-Hydroxy-2-hydropyrone-4,6-dicarboxylate	cpd03183	Universal
Biochanin A-beta-D-glucoside	cpd03184	Universal
Menadione	cpd03185	Universal
Oxalosuccinate	cpd03187	Universal
Nicotinurate	cpd03188	Universal
3-Carboxy-1-hydroxypropyl-ThPP	cpd03189	Universal
D-Glucuronate 1-phosphate	cpd03191	Universal
GDP-L-rhamnose	cpd03192	Universal
3-Keto-beta-D-galactose	cpd03193	Universal
Lactose-6-phosphate	cpd03194	Universal
Melibiitol	cpd03195	Universal
Epimelibiose	cpd03196	Universal
Galactosylglycerol	cpd03197	Universal
Melibiose	cpd03198	Universal
3-Ketolactose	cpd03199	Universal
Manninotriose	cpd03200	Universal
L-Arabinono-1,5-lactone	cpd03201	Universal
Gulono-1,4-lactone	cpd03202	Universal
L-Xylonate	cpd03203	Universal
L-Lyxonate	cpd03204	Universal
Phytoene	cpd03205	Universal
Phytofluene	cpd03206	Universal
5-Cholestene	cpd03207	Universal
5,6beta-Epoxy-5beta-cholestane	cpd03208	Universal
Cholesterol-5beta,6beta-epoxide	cpd03209	Universal
Cholesterol-5alpha,6beta-epoxide	cpd03210	Universal
15-cis-Phytoene	cpd03211	Universal
3beta,5alpha,6beta-Cholestanetriol	cpd03213	Universal
Phytyl diphosphate	cpd03214	Universal
zeta-Carotene	cpd03215	Universal
Neurosporene	cpd03216	Universal
Lycopene	cpd03217	Universal
alpha-Carotene	cpd03218	Universal
beta-Zeacarotene	cpd03219	Universal
gamma-Carotene	cpd03220	Universal
Zymosterol	cpd03221	Universal
5alpha-Cholesta-7,24-dien-3beta-ol	cpd03222	Universal
5,7,22,24(28)-Ergostatetraenol	cpd03223	Universal
Vitamin D2	cpd03224	Universal
Stigmasterol	cpd03225	Universal
Vitamin D3	cpd03226	Universal
5beta-Cholestane-3alpha,7alpha,26-triol	cpd03227	Universal
3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	cpd03228	Universal
5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol	cpd03229	Universal
3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	cpd03230	Universal
3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	cpd03231	Universal
3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA	cpd03232	Universal
3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA	cpd03233	Universal
7alpha-Hydroxy-5beta-cholestan-3-one	cpd03234	Universal
5beta-Cholestane-3alpha,7alpha-diol	cpd03235	Universal
7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one	cpd03236	Universal
3alpha,7alpha,12alpha-Trihydroxycoprostane	cpd03237	Universal
7alpha-Hydroxycholest-4-en-3-one	cpd03238	Universal
7alpha,12alpha-Dihydroxycholest-4-en-3-one	cpd03239	Universal
7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one	cpd03240	Universal
3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	cpd03241	Universal
Chenodeoxyglycocholoyl-CoA	cpd03242	Universal
Chenodeoxyglycocholate	cpd03243	Universal
Taurodeoxycholate	cpd03244	Universal
Glycodeoxycholate	cpd03245	Universal
Taurochenodeoxycholate	cpd03246	Universal
Glycochenodeoxycholate	cpd03247	Universal
3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA	cpd03248	Universal
5beta-Cyprinolsulfate	cpd03249	Universal
4,5beta-Dihydrocortisone	cpd03250	Universal
Urocortisone	cpd03251	Universal
5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione	cpd03252	Universal
Urocortisol	cpd03253	Universal
11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al	cpd03254	Universal
3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al	cpd03255	Universal
5beta-Pregnane-11beta,21-diol-3,20-dione	cpd03256	Universal
Tetrahydrocorticosterone	cpd03257	Universal
21-Hydroxy-5beta-pregnane-3,11,20-trione	cpd03258	Universal
5beta-Pregnane-3alpha,21-diol-11,20-dione	cpd03259	Universal
5beta-Pregnane-3,20-dione	cpd03260	Universal
3alpha-Hydroxy-5beta-pregnane-20-one	cpd03261	Universal
Cortolone	cpd03262	Universal
Cortol	cpd03263	Universal
3alpha,20alpha,21-Trihydroxy-5beta-pregnane-11-one	cpd03264	Universal
Diol	cpd03265	Universal
21-Hydroxypregnenolone	cpd03266	Universal
17alpha,21-Dihydroxypregnenolone	cpd03267	Universal
Cortodoxone	cpd03268	Universal
11beta,17alpha,21-Trihydroxypregnenolone	cpd03269	Universal
11-Dehydrocorticosterone	cpd03270	Universal
21-Deoxycortisol	cpd03271	Universal
11beta-Hydroxyprogesterone	cpd03272	Universal
17alpha,20alpha-Dihydroxycholesterol	cpd03273	Universal
20alpha-Hydroxycholesterol	cpd03274	Universal
20alpha,22beta-Dihydroxycholesterol	cpd03275	Universal
22beta-Hydroxycholesterol	cpd03276	Universal
Estradiol-17beta 3-glucuronide	cpd03277	Universal
16-Glucuronide-estriol	cpd03278	Universal
Deoxyinosine	cpd03279	Universal
5-Ureido-4-imidazole carboxylate	cpd03280	Universal
5-Amino-4-imidazole carboxylate	cpd03281	Universal
L-Allothreonine	cpd03282	Universal
2-Amino-3-oxoadipate	cpd03283	Universal
3-Sulfinopyruvate	cpd03284	Universal
3-Sulfopyruvate	cpd03285	Universal
Oxaloglutarate	cpd03287	Universal
N-Succinyl-2-amino-6-oxopimelate	cpd03288	Universal
L-2-Acetamido-6-oxopimelate	cpd03289	Universal
Procollagen 5-(D-galactosyl)-L-lysine	cpd03290	Universal
2-Oxo-6-acetamidocaproate	cpd03291	Universal
Penicillin G	cpd03292	Universal
Biocytin	cpd03293	Universal
Aerobactin	cpd03294	Universal
ACV	cpd03295	Universal
Isopenicillin N	cpd03296	Universal
alpha-Aminoadipoyl-C6-AMP	cpd03297	Universal
Imidazole-4-methanol	cpd03298	Universal
Hydantoin-propionate	cpd03299	Universal
Imidazole lactate	cpd03300	Universal
Ergothioneine	cpd03301	Universal
Thiourocanic acid	cpd03302	Universal
4-Oxoglutaramate	cpd03303	Universal
Isoglutamate	cpd03304	Universal
Hercynine	cpd03305	Universal
3,4-Dihydroxyphenylethyleneglycol	cpd03306	Universal
3,4-Dihydroxymandelaldehyde	cpd03307	Universal
DHI	cpd03308	Universal
Indole-5,6-quinone	cpd03309	Universal
Dihydroxymandelic acid	cpd03310	Universal
3-Methoxy-4-hydroxyphenylacetaldehyde	cpd03311	Universal
Homovanillate	cpd03312	Universal
3-Methoxy-4-hydroxyphenylglycolaldehyde	cpd03313	Universal
Vanillylmandelic acid	cpd03314	Universal
Gentisate aldehyde	cpd03315	Universal
3-Methoxytyramine	cpd03316	Universal
L-Metanephrine	cpd03317	Universal
L-Normetanephrine	cpd03318	Universal
3-Carboxymethylmuconate	cpd03319	Universal
3-Hydroxyphenylacetate	cpd03320	Universal
3-Methoxy-4-hydroxyphenylethyleneglycol	cpd03321	Universal
p-Hydroxyphenylacetylglutamate	cpd03322	Universal
p-Hydroxyphenylacetylglycine	cpd03323	Universal
Phenylacetylglutamine	cpd03324	Universal
Phenylacetylglycine	cpd03325	Universal
2-Hydroxyhepta-2,4-dienedioate	cpd03326	Universal
4-Hydroxy-2-ketopimelate	cpd03327	Universal
4-Hydroxyphenylacetaldoxime	cpd03328	Universal
Leucodopachrome	cpd03330	Universal
PLCT	cpd03331	Universal
p-Coumaraldehyde	cpd03332	Universal
Sinapaldehyde	cpd03333	Universal
3-O-Methylgallate	cpd03335	Universal
3-Chlorocatechol	cpd03336	Universal
5-Hydroxyferulate	cpd03337	Universal
N-Acetyl-D-phenylalanine	cpd03338	Universal
Malonylapiin	cpd03339	Universal
Isotrifoliin	cpd03340	Universal
Rutin	cpd03341	Universal
4-Vinylphenol	cpd03342	Universal
Phenylpropanoate	cpd03343	Universal
Eriodictyol	cpd03344	Universal
5-Hydroxyindoleacetaldehyde	cpd03345	Universal
5-Hydroxyindoleacetate	cpd03346	Universal
3-Hydroxykynurenamine	cpd03347	Universal
Quinoline-4,8-diol	cpd03348	Universal
5-Hydroxykynurenamine	cpd03349	Universal
Quinoline-4,6-diol	cpd03350	Universal
Cinnavalininate	cpd03351	Universal
Formyl-N-acetyl-5-methoxykynurenamine	cpd03353	Universal
6-Hydroxymelatonin	cpd03354	Universal
3-Methylindolepyruvate	cpd03355	Universal
4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate	cpd03356	Universal
5-Hydroxyindolepyruvate	cpd03357	Universal
Formyl-5-hydroxykynurenamine	cpd03358	Universal
5-Hydroxy-N-formylkynurenine	cpd03359	Universal
Dihydropteridine	cpd03360	Universal
Tetrahydropteridine	cpd03361	Universal
5-Hydroxykynurenine	cpd03362	Universal
4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate	cpd03363	Universal
Formylanthranilate	cpd03364	Universal
5-(2'-Formylethyl)-4,6-dihydroxypicolinate	cpd03365	Universal
5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate	cpd03366	Universal
5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate	cpd03367	Universal
6-Hydroxyindolelactate	cpd03368	Universal
Indoxyl	cpd03369	Universal
5-MeOT	cpd03370	Universal
5-Methoxyindoleacetate	cpd03371	Universal
Homoisocitrate	cpd03372	Universal
6-Hydroxykynurenate	cpd03373	Universal
3-Hydroxypropanoyl-CoA	cpd03375	Universal
beta-Nitropropanoate	cpd03376	Universal
3-Aminopropiononitrile	cpd03377	Universal
Phosphonoalanine	cpd03378	Universal
CMPciliatine	cpd03379	Universal
CMP-2-trimethylaminoethylphosphonate	cpd03380	Universal
1-Hydroxy-2-aminoethylphosphonate	cpd03381	Universal
2-Methylaminoethylphosphonate	cpd03382	Universal
2-Dimethylaminoethylphosphonate	cpd03383	Universal
Ceramide ciliatine	cpd03384	Universal
Fosfonet	cpd03385	Universal
2-Aminoethylphosphocholate	cpd03386	Universal
Selenite	cpd03387	Universal
Adenylylselenate	cpd03388	Universal
Selenocysteine	cpd03389	Universal
Se-Methylselenocysteine	cpd03390	Universal
Se-Methylselenomethionine	cpd03391	Universal
Se-Adenosylselenomethionine	cpd03392	Universal
Se-Adenosylselenohomocysteine	cpd03393	Universal
5-L-Glutamyl-Se-methylselenocysteine	cpd03394	Universal
3'-Phosphoadenylylselenate	cpd03395	Universal
Selenate	cpd03396	Universal
Selenohomocysteine	cpd03397	Universal
Selenocystathionine	cpd03398	Universal
O-Acetylhomoserine	cpd03399	Universal
O-Succinylhomoserine	cpd03400	Universal
Methaneselenol	cpd03401	Universal
Selenocystine	cpd03402	Universal
Selenocysteine selenate	cpd03403	Universal
Se-Propenylselenocysteine se-oxide	cpd03404	Universal
Selenohomocystine	cpd03405	Universal
Selenomethionine se-oxide	cpd03406	Universal
gamma-Glutamyl-beta-cyanoalanine	cpd03407	Universal
alpha-Aminopropiononitrile	cpd03408	Universal
4-Amino-4-cyanobutanoic acid	cpd03409	Universal
2-Amino-4-cyanobutanoic acid	cpd03410	Universal
Glutathionylspermidine	cpd03411	Universal
3-Ketosucrose	cpd03412	Universal
L-Glutamyl 1-phosphate	cpd03413	Universal
UroporphyrinogenI	cpd03414	Universal
Uroporphyrin I	cpd03415	Universal
CoproporphyrinogenI	cpd03416	Universal
Coproporphyrin I	cpd03417	Universal
Coproporphyrin III	cpd03418	Universal
Precorrin 3A	cpd03420	Universal
Cobyrinate	cpd03421	Universal
Cobinamide	cpd03422	Universal
alpha-Ribazole	cpd03423	Universal
Vitamin B12	cpd03424	Universal
Factor F430	cpd03425	Universal
Sirohydrochlorin	cpd03426	Universal
(3Z)-Phycocyanobilin	cpd03427	Universal
Bilirubin-bisglucuronoside	cpd03428	Universal
L-Urobilinogen	cpd03429	Universal
Urobilinogen	cpd03430	Universal
D-Urobilinogen	cpd03431	Universal
L-Urobilin	cpd03432	Universal
I-Urobilin	cpd03433	Universal
D-Urobilin	cpd03434	Universal
Pheophytins	cpd03435	Universal
Bacterio-pheophytins	cpd03436	Universal
2-Hexaprenylphenol	cpd03437	Universal
2-Hexaprenyl-6-hydroxyphenol	cpd03438	Universal
2-Hexaprenyl-6-methoxyphenol	cpd03439	Universal
2-Hexaprenyl-6-methoxy-1,4-benzoquinone	cpd03440	Universal
2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	cpd03441	Universal
2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	cpd03442	Universal
3-Octaprenyl-4-hydroxybenzoate	cpd03443	Universal
2-Octaprenylphenol	cpd03444	Universal
2-Octaprenyl-6-hydroxyphenol	cpd03445	Universal
2-Octaprenyl-6-methoxyphenol	cpd03446	Universal
2-Octaprenyl-6-methoxy-1,4-benzoquinone	cpd03447	Universal
2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	cpd03448	Universal
2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	cpd03449	Universal
Succinatesemialdehyde-thiamindiphosphateanion	cpd03450	Universal
SHCHC	cpd03451	Universal
(L-Seryl)adenylate	cpd03452	Universal
Enterobactin	cpd03453	Universal
3'-CMP	cpd03454	Universal
3-Mercaptolactate	cpd03455	Universal
S-sulfocysteine	cpd03456	Universal
2-Amino-5-oxohexanoate	cpd03457	Universal
Methylimidazoleacetaldehyde	cpd03458	Universal
Methylimidazoleacetate	cpd03459	Universal
N-Carbamyl-L-glutamate	cpd03460	Universal
8-Methoxykynurenate	cpd03461	Universal
3-Methoxyanthranilate	cpd03462	Universal
5-Hydroxyindoleacetylglycine	cpd03463	Universal
3-Methyldioxyindole	cpd03464	Universal
2-Formaminobenzoylacetate	cpd03465	Universal
Indole-3-acetaldoxime	cpd03466	Universal
Glucobrassicin	cpd03467	Universal
2-Coumarinate	cpd03468	Universal
beta-D-Glucosyl-2-coumarinate	cpd03469	Universal
Iminoaspartate	cpd03470	Universal
Nicotinate D-ribonucleoside	cpd03471	Universal
N'-Methyl-2-pyridone-5-carboxamide	cpd03472	Universal
1-Methyl-4-pyridone-3-carboximide	cpd03473	Universal
5-Glutamyl-taurine	cpd03474	Universal
N-Acetyl-D-galactosaminyldiphosphoundecaprenol	cpd03475	Universal
Polyprenyl diphosphate	cpd03476	Universal
Vitamin K1 oxide	cpd03477	Universal
Rattex	cpd03479	Universal
2-Hydroxyphenylacetate	cpd03480	Universal
2-phenylethanol	cpd03481	Universal
4-Carboxy-2-oxo-4-pentanoate	cpd03482	Universal
p-Coumaryl alcohol 4-O-glucoside	cpd03483	Universal
Thiamine aldehyde	cpd03484	Universal
N-Acetyl-D-muramoate	cpd03485	Universal
N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenol	cpd03486	Universal
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	cpd03487	Universal
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine	cpd03488	Universal
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L- alanyl-D-glutaminyl-L-lysyl-(glycyl)5-D-alanyl-D-alanine	cpd03489	Universal
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	cpd03490	Universal
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	cpd03491	Universal
